2.000000	0.500000	0.500000	
2.010000	0.497847	0.497512	
2.020000	0.495703	0.495050	
2.030000	0.493568	0.492611	
2.040000	0.491442	0.490196	
2.050000	0.489325	0.487805	
2.060000	0.487217	0.485437	
2.070000	0.485118	0.483092	
2.080000	0.483029	0.480769	
2.090000	0.480948	0.478469	
2.100000	0.478877	0.476190	
2.110000	0.476814	0.473934	
2.120000	0.474761	0.471698	
2.130000	0.472717	0.469484	
2.140000	0.470681	0.467290	
2.150000	0.468655	0.465116	
2.160000	0.466638	0.462963	
2.170000	0.464630	0.460829	
2.180000	0.462631	0.458716	
2.190000	0.460642	0.456621	
2.200000	0.458661	0.454545	
2.210000	0.456689	0.452489	
2.220000	0.454727	0.450450	
2.230000	0.452773	0.448430	
2.240000	0.450829	0.446429	
2.250000	0.448893	0.444444	
2.260000	0.446967	0.442478	
2.270000	0.445050	0.440529	
2.280000	0.443142	0.438596	
2.290000	0.441243	0.436681	
2.300000	0.439353	0.434783	
2.310000	0.437472	0.432900	
2.320000	0.435600	0.431034	
2.330000	0.433737	0.429185	
2.340000	0.431884	0.427350	
2.350000	0.430039	0.425532	
2.360000	0.428204	0.423729	
2.370000	0.426377	0.421941	
2.380000	0.424560	0.420168	
2.390000	0.422752	0.418410	
2.400000	0.420953	0.416667	
2.410000	0.419162	0.414938	
2.420000	0.417381	0.413223	
2.430000	0.415609	0.411523	
2.440000	0.413847	0.409836	
2.450000	0.412093	0.408163	
2.460000	0.410348	0.406504	
2.470000	0.408612	0.404858	
2.480000	0.406886	0.403226	
2.490000	0.405168	0.401606	
2.500000	0.403460	0.400000	
2.510000	0.401761	0.398406	
2.520000	0.400070	0.396825	
2.530000	0.398389	0.395257	
2.540000	0.396717	0.393701	
2.550000	0.395054	0.392157	
2.560000	0.393400	0.390625	
2.570000	0.391755	0.389105	
2.580000	0.390120	0.387597	
2.590000	0.388493	0.386100	
2.600000	0.386875	0.384615	
2.610000	0.385267	0.383142	
2.620000	0.383667	0.381679	
2.630000	0.382077	0.380228	
2.640000	0.380495	0.378788	
2.650000	0.378923	0.377358	
2.660000	0.377360	0.375940	
2.670000	0.375806	0.374532	
2.680000	0.374261	0.373134	
2.690000	0.372725	0.371747	
2.700000	0.371198	0.370370	
2.710000	0.369680	0.369004	
2.720000	0.368172	0.367647	
2.730000	0.366672	0.366300	
2.740000	0.365181	0.364964	
2.750000	0.363700	0.363636	
2.760000	0.362228	0.362319	
2.770000	0.360764	0.361011	
2.780000	0.359310	0.359712	
2.790000	0.357865	0.358423	
2.800000	0.356429	0.357143	
2.810000	0.355002	0.355872	
2.820000	0.353584	0.354610	
2.830000	0.352175	0.353357	
2.840000	0.350775	0.352113	
2.850000	0.349385	0.350877	
2.860000	0.348003	0.349650	
2.870000	0.346630	0.348432	
2.880000	0.345267	0.347222	
2.890000	0.343913	0.346021	
2.900000	0.342567	0.344828	
2.910000	0.341231	0.343643	
2.920000	0.339904	0.342466	
2.930000	0.338586	0.341297	
2.940000	0.337277	0.340136	
2.950000	0.335977	0.338983	
2.960000	0.334686	0.337838	
2.970000	0.333404	0.336700	
2.980000	0.332131	0.335570	
2.990000	0.330868	0.334448	
3.000000	0.329613	0.333333	
3.010000	0.328368	0.332226	
3.020000	0.327131	0.331126	
3.030000	0.325904	0.330033	
3.040000	0.324686	0.328947	
3.050000	0.323477	0.327869	
3.060000	0.322277	0.326797	
3.070000	0.321086	0.325733	
3.080000	0.319904	0.324675	
3.090000	0.318731	0.323625	
3.100000	0.317567	0.322581	
3.110000	0.316413	0.321543	
3.120000	0.315267	0.320513	
3.130000	0.314130	0.319489	
3.140000	0.313003	0.318471	
3.150000	0.311885	0.317460	
3.160000	0.310775	0.316456	
3.170000	0.309675	0.315457	
3.180000	0.308584	0.314465	
3.190000	0.307502	0.313480	
3.200000	0.306429	0.312500	
3.210000	0.305365	0.311526	
3.220000	0.304310	0.310559	
3.230000	0.303264	0.309598	
3.240000	0.302228	0.308642	
3.250000	0.301200	0.307692	
3.260000	0.300181	0.306748	
3.270000	0.299172	0.305810	
3.280000	0.298172	0.304878	
3.290000	0.297180	0.303951	
3.300000	0.296198	0.303030	
3.310000	0.295225	0.302115	
3.320000	0.294261	0.301205	
3.330000	0.293306	0.300300	
3.340000	0.292360	0.299401	
3.350000	0.291423	0.298507	
3.360000	0.290495	0.297619	
3.370000	0.289577	0.296736	
3.380000	0.288667	0.295858	
3.390000	0.287767	0.294985	
3.400000	0.286875	0.294118	
3.410000	0.285993	0.293255	
3.420000	0.285120	0.292398	
3.430000	0.284255	0.291545	
3.440000	0.283400	0.290698	
3.450000	0.282554	0.289855	
3.460000	0.281717	0.289017	
3.470000	0.280889	0.288184	
3.480000	0.280070	0.287356	
3.490000	0.279261	0.286533	
3.500000	0.278460	0.285714	
3.510000	0.277668	0.284900	
3.520000	0.276886	0.284091	
3.530000	0.276112	0.283286	
3.540000	0.275348	0.282486	
3.550000	0.274593	0.281690	
3.560000	0.273847	0.280899	
3.570000	0.273109	0.280112	
3.580000	0.272381	0.279330	
3.590000	0.271662	0.278552	
3.600000	0.270953	0.277778	
3.610000	0.270252	0.277008	
3.620000	0.269560	0.276243	
3.630000	0.268877	0.275482	
3.640000	0.268204	0.274725	
3.650000	0.267539	0.273973	
3.660000	0.266884	0.273224	
3.670000	0.266237	0.272480	
3.680000	0.265600	0.271739	
3.690000	0.264972	0.271003	
3.700000	0.264353	0.270270	
3.710000	0.263743	0.269542	
3.720000	0.263142	0.268817	
3.730000	0.262550	0.268097	
3.740000	0.261967	0.267380	
3.750000	0.261393	0.266667	
3.760000	0.260829	0.265957	
3.770000	0.260273	0.265252	
3.780000	0.259727	0.264550	
3.790000	0.259189	0.263852	
3.800000	0.258661	0.263158	
3.810000	0.258142	0.262467	
3.820000	0.257631	0.261780	
3.830000	0.257130	0.261097	
3.840000	0.256638	0.260417	
3.850000	0.256155	0.259740	
3.860000	0.255681	0.259067	
3.870000	0.255217	0.258398	
3.880000	0.254761	0.257732	
3.890000	0.254314	0.257069	
3.900000	0.253877	0.256410	
3.910000	0.253448	0.255754	
3.920000	0.253029	0.255102	
3.930000	0.252618	0.254453	
3.940000	0.252217	0.253807	
3.950000	0.251825	0.253165	
3.960000	0.251442	0.252525	
