0.000000	1.000000	1.000000	1.000000
0.010000	1.019226	1.014660	1.010050
0.020000	1.038245	1.029322	1.020201
0.030000	1.057062	1.043987	1.030455
0.040000	1.075682	1.058656	1.040811
0.050000	1.094110	1.073331	1.051271
0.060000	1.112352	1.088014	1.061837
0.070000	1.130412	1.102706	1.072508
0.080000	1.148295	1.117409	1.083287
0.090000	1.166007	1.132124	1.094174
0.100000	1.183553	1.146852	1.105171
0.110000	1.200937	1.161596	1.116278
0.120000	1.218165	1.176356	1.127497
0.130000	1.235241	1.191134	1.138828
0.140000	1.252172	1.205932	1.150274
0.150000	1.268962	1.220751	1.161834
0.160000	1.285615	1.235593	1.173511
0.170000	1.302138	1.250459	1.185305
0.180000	1.318535	1.265351	1.197217
0.190000	1.334811	1.280270	1.209250
0.200000	1.350971	1.295218	1.221403
0.210000	1.367021	1.310196	1.233678
0.220000	1.382965	1.325206	1.246077
0.230000	1.398809	1.340249	1.258600
0.240000	1.414558	1.355327	1.271249
0.250000	1.430216	1.370441	1.284025
0.260000	1.445789	1.385594	1.296930
0.270000	1.461281	1.400785	1.309964
0.280000	1.476699	1.416017	1.323130
0.290000	1.492046	1.431292	1.336427
0.300000	1.507329	1.446611	1.349859
0.310000	1.522552	1.461975	1.363425
0.320000	1.537720	1.477386	1.377128
0.330000	1.552838	1.492846	1.390968
0.340000	1.567912	1.508355	1.404948
0.350000	1.582946	1.523916	1.419068
0.360000	1.597945	1.539530	1.433329
0.370000	1.612915	1.555198	1.447735
0.380000	1.627861	1.570922	1.462285
0.390000	1.642787	1.586704	1.476981
0.400000	1.657699	1.602545	1.491825
0.410000	1.672602	1.618447	1.506818
0.420000	1.687501	1.634410	1.521962
0.430000	1.702401	1.650437	1.537258
0.440000	1.717307	1.666530	1.552707
0.450000	1.732225	1.682688	1.568312
0.460000	1.747158	1.698915	1.584074
0.470000	1.762113	1.715212	1.599994
0.480000	1.777094	1.731579	1.616074
0.490000	1.792106	1.748020	1.632316
