0.000078	1.315378	7.556053
1.315378	7.556053	4.586501
7.556053	4.586501	5.327672
4.586501	5.327672	2.189592
5.327672	2.189592	0.470446
2.189592	0.470446	6.788647
0.470446	6.788647	6.792964
6.788647	6.792964	9.346929
6.792964	9.346929	3.835021
9.346929	3.835021	5.194164
3.835021	5.194164	8.309653
5.194164	8.309653	0.345721
8.309653	0.345721	0.534616
0.345721	0.534616	5.297002
0.534616	5.297002	6.711494
5.297002	6.711494	0.076982
6.711494	0.076982	3.834157
0.076982	3.834157	0.668422
3.834157	0.668422	4.174860
0.668422	4.174860	6.867727
4.174860	6.867727	5.889766
6.867727	5.889766	9.304365
5.889766	9.304365	8.461669
9.304365	8.461669	5.269288
8.461669	5.269288	0.919649
5.269288	0.919649	6.539190
0.919649	6.539190	4.159994
6.539190	4.159994	7.011906
4.159994	7.011906	9.103208
7.011906	9.103208	7.621980
9.103208	7.621980	2.624530
7.621980	2.624530	0.474645
2.624530	0.474645	7.360819
0.474645	7.360819	3.282342
7.360819	3.282342	6.326386
3.282342	6.326386	7.564105
6.326386	7.564105	9.910374
7.564105	9.910374	3.653387
9.910374	3.653387	2.470389
3.653387	2.470389	9.825503
2.470389	9.825503	7.226604
9.825503	7.226604	7.533558
7.226604	7.533558	6.515186
7.533558	6.515186	0.726859
6.515186	0.726859	6.316347
0.726859	6.316347	8.847071
6.316347	8.847071	2.727100
8.847071	2.727100	4.364114
2.727100	4.364114	7.664948
4.364114	7.664948	4.777318
7.664948	4.777318	2.377744
4.777318	2.377744	2.749068
2.377744	2.749068	3.592650
2.749068	3.592650	1.665072
3.592650	1.665072	4.865174
1.665072	4.865174	8.976563
4.865174	8.976563	9.092081
8.976563	9.092081	0.605643
9.092081	0.605643	9.046531
0.605643	9.046531	5.045229
9.046531	5.045229	5.162920
5.045229	5.162920	3.190329
5.162920	3.190329	9.866421
3.190329	9.866421	4.939767
9.866421	4.939767	2.661445
4.939767	2.661445	0.907329
2.661445	0.907329	9.477642
0.907329	9.477642	0.737491
9.477642	0.737491	5.007071
0.737491	5.007071	3.841421
5.007071	3.841421	2.770818
3.841421	2.770818	9.138174
2.770818	9.138174	5.297474
9.138174	5.297474	4.644458
5.297474	4.644458	9.409800
4.644458	9.409800	0.500840
9.409800	0.500840	7.615143
0.500840	7.615143	7.702045
7.615143	7.702045	8.278173
7.702045	8.278173	1.253654
8.278173	1.253654	0.158677
1.253654	0.158677	6.884553
0.158677	6.884553	8.682471
6.884553	8.682471	6.295434
8.682471	6.295434	7.362245
6.295434	7.362245	7.254120
7.362245	7.254120	9.994579
7.254120	9.994579	8.885722
9.994579	8.885722	2.331949
8.885722	2.331949	3.063218
2.331949	3.063218	3.510152
3.063218	3.510152	5.132737
3.510152	5.132737	5.911136
5.132737	5.911136	8.459816
5.911136	8.459816	4.120808
8.459816	4.120808	8.415106
4.120808	8.415106	2.693173
8.415106	2.693173	4.153946
2.693173	4.153946	5.373040
4.153946	5.373040	4.679174
5.373040	4.679174	2.872124
4.679174	2.872124	1.783277
2.872124	1.783277	1.537200
1.783277	1.537200	5.716548
1.537200	5.716548	8.024057
5.716548	8.024057	0.330538
8.024057	0.330538	5.344498
0.330538	5.344498	4.984801
5.344498	4.984801	9.553608
4.984801	9.553608	7.482927
9.553608	7.482927	5.545838
7.482927	5.545838	8.907375
5.545838	8.907375	6.248493
8.907375	6.248493	8.420396
6.248493	8.420396	1.597675
8.420396	1.597675	2.127515
1.597675	2.127515	7.147100
2.127515	7.147100	1.304273
7.147100	1.304273	0.909903
1.304273	0.909903	2.745881
0.909903	2.745881	0.029996
2.745881	0.029996	4.142933
0.029996	4.142933	0.268763
4.142933	0.268763	7.098196
0.268763	7.098196	9.378973
7.098196	9.378973	2.399108
9.378973	2.399108	1.808959
2.399108	1.808959	3.175395
1.808959	3.175395	8.869907
3.175395	8.869907	6.520587
8.869907	6.520587	1.503351
6.520587	1.503351	6.813462
1.503351	6.813462	3.858147
6.813462	3.858147	3.877253
3.858147	3.877253	4.997410
3.877253	4.997410	1.475330
4.997410	1.475330	5.871866
1.475330	5.871866	8.455757
5.871866	8.455757	5.901086
8.455757	5.901086	9.554088
5.901086	9.554088	5.561461
9.554088	5.561461	1.481516
5.561461	1.481516	9.833051
1.481516	9.833051	4.087667
9.833051	4.087667	1.418198
4.087667	1.418198	5.648987
1.418198	5.648987	2.521264
5.648987	2.521264	4.885145
2.521264	4.885145	4.640305
4.885145	4.640305	9.610951
4.640305	9.610951	1.260308
9.610951	1.260308	1.997572
