2.000000	0.000000	0.500000	
2.050000	0.037818	0.487805	
2.100000	0.073697	0.476190	
2.150000	0.107636	0.465116	
2.200000	0.139636	0.454545	
2.250000	0.169697	0.444444	
2.300000	0.197818	0.434783	
2.350000	0.224000	0.425532	
2.400000	0.248242	0.416667	
2.450000	0.270545	0.408163	
2.500000	0.290909	0.400000	
2.550000	0.309333	0.392157	
2.600000	0.325818	0.384615	
2.650000	0.340364	0.377358	
2.700000	0.352970	0.370370	
2.750000	0.363636	0.363636	
2.800000	0.372364	0.357143	
2.850000	0.379152	0.350877	
2.900000	0.384000	0.344828	
2.950000	0.386909	0.338983	
3.000000	0.387879	0.333333	
3.050000	0.386909	0.327869	
3.100000	0.384000	0.322581	
3.150000	0.379152	0.317460	
3.200000	0.372364	0.312500	
3.250000	0.363636	0.307692	
3.300000	0.352970	0.303030	
3.350000	0.340364	0.298507	
3.400000	0.325818	0.294118	
3.450000	0.309333	0.289855	
3.500000	0.290909	0.285714	
3.550000	0.270545	0.281690	
3.600000	0.248242	0.277778	
3.650000	0.224000	0.273973	
3.700000	0.197818	0.270270	
3.750000	0.169697	0.266667	
3.800000	0.139636	0.263158	
3.850000	0.107636	0.259740	
3.900000	0.073697	0.256410	
3.950000	0.037818	0.253165	
4.000000	0.000000	0.250000	
